Sign,segment,url,FingerSelection,Aperture,Curve,Bent,Width,Facing,Focus,Dynamic Orientation,Location,Plane,Settings,Path,Paddle,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,H2 Dynamic Orientation,H2 Location,H2 Plane,H2 Settings,H2 Path,H2 Paddle,manner_tense,manner_repeated,manner_laceration,manner_symmetrical,manner_alternating,manner_biderectional,file,labeled_url,iconic,Anna_Klezovich_comments
судить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5277--осуждать--осуждать.mp4?raw=true,[1-st],closed,curved,,,ulnar,radial,,space,horisontal,low-high,straight,,[1-st],closed,curved,,,ulnar,radial,,space,horisontal,low-high,straight,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,осуждать--осуждать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5277--осуждать--осуждать.mp4?raw=true' target='_blank'>судить</a>,iconic,
сократить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5407--сократить--сократить.mp4?raw=true,[1-st],,straight,straight,,,palm,prone-neutral,space,horisontal,ipsi-contra,arc,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,сократить--сократить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5407--сократить--сократить.mp4?raw=true' target='_blank'>сократить</a>,iconic,
разговаривать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5428--разговаривать--разговаривать.mp4?raw=true,[1-st],,straight,straight,,radial,ulnar,,head-low,,near-far,straight,,[1-st],,straight,straight,,radial,ulnar,,head-low,,near-far,straight,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,разговаривать--разговаривать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5428--разговаривать--разговаривать.mp4?raw=true' target='_blank'>разговаривать</a>,non iconic,
плакать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//5700--плакать--плакать.mp4?raw=true,[1-st],,straight,straight,,palm,root,neutral-supine,head-mid,,high-low,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,плакать--плакать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//5700--плакать--плакать.mp4?raw=true' target='_blank'>плакать</a>,iconic,
объявлять_I,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5909--заявлять, объявлять--заявлять, объявлять.mp4?raw=true",[1-st],,straight-curved,straight,,tips,back,,head-high,,contra-ipsi,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"заявлять, объявлять--заявлять, объявлять","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5909--заявлять, объявлять--заявлять, объявлять.mp4?raw=true' target='_blank'>объявлять</a>",non iconic,
удалять волосы,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6024--удалять волосы--удалять волосы.mp4?raw=true,[1-st],closed,curved,,,tips,back,,head-high,,near-far,straight,,[1-st],closed,curved,,,tips,back,,head-high,,near-far,straight,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,удалять волосы--удалять волосы,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6024--удалять волосы--удалять волосы.mp4?raw=true' target='_blank'>удалять волосы</a>,iconic,
окунать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6208--окунать--окунать.mp4?raw=true,[1-st],closed,curved,straight,,tips,tips,,space,horisontal,high-low,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,окунать--окунать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6208--окунать--окунать.mp4?raw=true' target='_blank'>окунать</a>,iconic,
отпускать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6243--выписка из больницы--выписка из больницы.mp4?raw=true,[1-st],closed,curved,straight,,ulnar,tips,,space,horisontal,proxi-distal,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,выписка из больницы--выписка из больницы,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6243--выписка из больницы--выписка из больницы.mp4?raw=true' target='_blank'>отпускать</a>,iconic,
не.нравиться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6290--не нравиться--.mp4?raw=true,[1-st],closed,curved,straight,,tips,tips,neutral-prone,head-low,,near-far,straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,не нравиться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6290--не нравиться--.mp4?raw=true' target='_blank'>не.нравиться</a>,non iconic,
вздремнуть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6445--вздремнуть--вздремнуть.mp4?raw=true,[1-st],open-closed,straight,straight-bent,,radial,,,head-high,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,вздремнуть--вздремнуть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6445--вздремнуть--вздремнуть.mp4?raw=true' target='_blank'>вздремнуть</a>,iconic,
капать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6502--капать--капать.mp4?raw=true,[1-st],closed-open,straight,bent,,tips,tips,,space,horisontal,high-low,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,капать--капать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6502--капать--капать.mp4?raw=true' target='_blank'>капать</a>,iconic,
капать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6502--капать--капать.mp4?raw=true,[1-st],closed-open,straight,bent,,tips,back,,space,horisontal,high-low,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,капать--капать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6502--капать--капать.mp4?raw=true' target='_blank'>капать</a>,iconic,
позволять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6814--позволять--позволять.mp4?raw=true,[1-st],closed,curved,straight,,ulnar,tips,,space,horisontal,"proxi-distal,contra-ipsi",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,позволять--позволять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6814--позволять--позволять.mp4?raw=true' target='_blank'>позволять</a>,non iconic,
завидовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6881--зависть--зависть.mp4?raw=true,[1-st],open,straight-curved,straight,,tips,,,trunk,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,зависть--зависть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6881--зависть--зависть.mp4?raw=true' target='_blank'>завидовать</a>,non iconic,
истощать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7046--истощать--MVI_6895.mp4?raw=true,[1-st],open-closed,straight,bent,,tips,tips,prone-supine,hand-palm,horisontal,far-near,straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,истощать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7046--истощать--MVI_6895.mp4?raw=true' target='_blank'>истощать</a>,iconic,
создавать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7140--создавать--MVI_7010.mp4?raw=true,[1-st],,straight,straight,,tips,tips,prone-supine,space,parallel,ipsi-contra,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,создавать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7140--создавать--MVI_7010.mp4?raw=true' target='_blank'>создавать</a>,non iconic,
чувствовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7258--чувствовать--MVI_7154.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,hand-back,horisontal,far-near,straight,,,,,,,palm,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,чувствовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7258--чувствовать--MVI_7154.mp4?raw=true' target='_blank'>чувствовать</a>,iconic,
запрещать_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7565--запрещать--MVI_7573.mp4?raw=true,[1-st],,straight,straight,,ulnar,ulnar,,hand-back,horisontal,far-near,straight,,,,,,,palm,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,запрещать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7565--запрещать--MVI_7573.mp4?raw=true' target='_blank'>запрещать</a>,non iconic,
уезжать_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7879--отъезд--MVI_7970.mp4?raw=true,[1-st],open-closed,straight,bent,,root,tips,,space,horisontal,"proxi-distal,ipsi-contra,contra-ipsi",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,отъезд,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7879--отъезд--MVI_7970.mp4?raw=true' target='_blank'>уезжать</a>,iconic,
стонать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8108--стонать--MVI_8274.mp4?raw=true,[1-st],open,curved,straight,,radial,ulnar,,head-low,,"near-far,contra-ipsi",straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,стонать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8108--стонать--MVI_8274.mp4?raw=true' target='_blank'>стонать</a>,iconic,
вскружить голову,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8870--вскружить голову--MVI_9467.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-high,,ipsi-contra,circle-counterclock,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,вскружить голову,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8870--вскружить голову--MVI_9467.mp4?raw=true' target='_blank'>вскружить голову</a>,iconic,
информировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8888--информировать--MVI_9493.mp4?raw=true,[1-st],,straight-curved,straight,,tips,radial,,head-high,horisontal,"contra-ipsi,proxi-distal",arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,информировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8888--информировать--MVI_9493.mp4?raw=true' target='_blank'>информировать</a>,non iconic,
оскорбить_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8968--оскорблять--MVI_9603.mp4?raw=true,[1-st],,straight-curved,straight,,tips,back,,head-low,,"near-far,ipsi-contra",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,оскорблять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8968--оскорблять--MVI_9603.mp4?raw=true' target='_blank'>оскорбить</a>,non iconic,
присоединять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9137--присоединять--MVI_9834.mp4?raw=true,[1-st],open,curved,straight,,ulnar,tips,,space,horisontal,ipsi-contra,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,присоединять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9137--присоединять--MVI_9834.mp4?raw=true' target='_blank'>присоединять</a>,iconic,
уезжать_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9374--уезжать--уезжать.mp4?raw=true,[1-st],open-closed,straight,bent,,root,tips,,space,horisontal,proxi-distal,arc,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,уезжать--уезжать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9374--уезжать--уезжать.mp4?raw=true' target='_blank'>уезжать</a>,iconic,И этот
хромать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9486--хромать--хромать.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,space,horisontal,"high-low,iconic",straight,,[1-st],,straight,straight,,tips,tips,,space,horisontal,"high-low,iconic",straight,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,хромать--хромать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9486--хромать--хромать.mp4?raw=true' target='_blank'>хромать</a>,iconic,
измерять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9839--измерять--MVI_0873.mp4?raw=true,[1-st],closed,curved,straight,,radial,ulnar,,hand-classifier,horisontal,near-far,wave,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,измерять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9839--измерять--MVI_0873.mp4?raw=true' target='_blank'>измерять</a>,non iconic,
встречаться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9887--встречаться--MVI_0939.mp4?raw=true,[1-st],,straight,straight,,root,palm,,space,horisontal,ipsi-contra,straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,встречаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9887--встречаться--MVI_0939.mp4?raw=true' target='_blank'>встречаться</a>,iconic,
возникать видно,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6783--возникать--возникать.mp4?raw=true,[1-st],closed-open,curved-straight,bent-straight,,back,tips,,space,horisontal,"low-high,far-near",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,возникать--возникать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6783--возникать--возникать.mp4?raw=true' target='_blank'>возникать видно</a>,iconic,
возникать видно,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6783--возникать--возникать.mp4?raw=true,[1-st],closed-open,straight,straight,,tips,tips,,head-mid,horisontal,"low-high,far-near",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,возникать--возникать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6783--возникать--возникать.mp4?raw=true' target='_blank'>возникать видно</a>,iconic,
думать проникать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3220--понимать--понимать.mp4?raw=true,[1-st],,straight,straight,wide,palm,tips,,head-high,sagittal,"far-near,contra-ipsi",straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,понимать--понимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3220--понимать--понимать.mp4?raw=true' target='_blank'>думать проникать</a>,iconic,
думать проникать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3220--понимать--понимать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,tips,,hand-palm,sagittal,"far-near,contra-ipsi",straight,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,понимать--понимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3220--понимать--понимать.mp4?raw=true' target='_blank'>думать проникать</a>,iconic,
думать наверное,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//3384--полагать--полагать.mp4?raw=true,[1-st],,straight,straight,pointed,palm,tips,,head-high,horisontal,"far-near,proxi-distal",straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,полагать--полагать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//3384--полагать--полагать.mp4?raw=true' target='_blank'>думать наверное</a>,non iconic,
думать наверное,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//3384--полагать--полагать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,back,back,,hand-palm,horisontal,"far-near,proxi-distal",straight,,,,,,,back,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,полагать--полагать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//3384--полагать--полагать.mp4?raw=true' target='_blank'>думать наверное</a>,non iconic,
видно привлекать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3446--привлекать--привлекать.mp4?raw=true,[1-st],,straight,bent,wide,palm,tips,,head-high,,"far-near,far-near",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,привлекать--привлекать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3446--привлекать--привлекать.mp4?raw=true' target='_blank'>видно привлекать</a>,iconic,
видно привлекать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3446--привлекать--привлекать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight-bent,wide,palm,root,,trunk,,"far-near,far-near",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,привлекать--привлекать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3446--привлекать--привлекать.mp4?raw=true' target='_blank'>видно привлекать</a>,iconic,
думать ясно,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5224--понимать--понимать.mp4?raw=true,[1-st],,straight,straight,wide,palm,tips,,head-high,horisontal,"far-near,ipsi-contra",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,понимать--понимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5224--понимать--понимать.mp4?raw=true' target='_blank'>думать ясно</a>,iconic,
думать ясно,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5224--понимать--понимать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,root,,virtual_object,horisontal,"far-near,ipsi-contra",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,понимать--понимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5224--понимать--понимать.mp4?raw=true' target='_blank'>думать ясно</a>,iconic,
думать ясно,3,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5224--понимать--понимать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,root,,space,horisontal,"far-near,ipsi-contra",straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,понимать--понимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5224--понимать--понимать.mp4?raw=true' target='_blank'>думать ясно</a>,iconic,
видеть выставлять.картины,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-mid,parallel,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,выставлять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true' target='_blank'>видеть выставлять.картины</a>,iconic,
видеть выставлять.картины,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,,palm,palm,,space,parallel,"far-near,proxi-distal",arc,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,,palm,palm,,space,parallel,"far-near,proxi-distal",arc,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,выставлять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true' target='_blank'>видеть выставлять.картины</a>,iconic,
видеть выставлять.картины,3,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,,palm,ulnar,,space,parallel,"far-near,proxi-distal",arc,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,,palm,ulnar,,space,parallel,"far-near,proxi-distal",arc,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,выставлять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true' target='_blank'>видеть выставлять.картины</a>,iconic,
думать колебаться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8426--сомневаться--MVI_8730.mp4?raw=true,[1-st],,straight,straight,pointed,tips,tips,,head-high,horisontal,"far-near,far-near",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,сомневаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8426--сомневаться--MVI_8730.mp4?raw=true' target='_blank'>думать колебаться</a>,iconic,
думать колебаться,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8426--сомневаться--MVI_8730.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,palm,,space,horisontal,"far-near,far-near",straight,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,palm,,space,horisontal,"far-near,far-near",straight,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,сомневаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8426--сомневаться--MVI_8730.mp4?raw=true' target='_blank'>думать колебаться</a>,iconic,
dem кровь,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8915--ранить--MVI_9535.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,arm,,"far-near,high-low",straight,TRUE,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ранить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8915--ранить--MVI_9535.mp4?raw=true' target='_blank'>dem кровь</a>,iconic,
dem кровь,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8915--ранить--MVI_9535.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,bent-straight,,palm,ulnar,,arm,,"far-near,high-low",straight,TRUE,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ранить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8915--ранить--MVI_9535.mp4?raw=true' target='_blank'>dem кровь</a>,iconic,
видеть соблазнять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9616--соблазнять--соблазнять.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,head-mid,horisontal,high-low,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,соблазнять--соблазнять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9616--соблазнять--соблазнять.mp4?raw=true' target='_blank'>видеть соблазнять</a>,iconic,
видеть соблазнять,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9616--соблазнять--соблазнять.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,bent-straight,wide,root,palm,,space,horisontal,"far-near,ipsi-contra",straight,TRUE,"[1-st,2-nd,3-rd,4-th]",,straight,bent-straight,wide,root,palm,,space,horisontal,"far-near,ipsi-contra",straight,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,соблазнять--соблазнять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9616--соблазнять--соблазнять.mp4?raw=true' target='_blank'>видеть соблазнять</a>,iconic,
мониторить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10093--система мониторинга--MVI_1265.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,palm,palm,,space,horisontal,"far-near,distal-proxi",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,система мониторинга,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10093--система мониторинга--MVI_1265.mp4?raw=true' target='_blank'>мониторить</a>,iconic,
мониторить,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10093--система мониторинга--MVI_1265.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,palm,ulnar,,space,horisontal,"far-near,distal-proxi",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,система мониторинга,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10093--система мониторинга--MVI_1265.mp4?raw=true' target='_blank'>мониторить</a>,iconic,
мониторить,3,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10093--система мониторинга--MVI_1265.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,palm,radial,,space,horisontal,"far-near,distal-proxi",straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,система мониторинга,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10093--система мониторинга--MVI_1265.mp4?raw=true' target='_blank'>мониторить</a>,iconic,
мямлить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10201--мямлить--MVI_1402.mp4?raw=true,"[1-st,2-nd]",open-closed,straight,bent,pointed,radial,,,head-low,,"contra-ipsi,ipsi-contra,high-low",,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,мямлить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10201--мямлить--MVI_1402.mp4?raw=true' target='_blank'>мямлить</a>,iconic,
изменять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2992--изменять.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,palm,,,hand-palm,horisontal,,circle-clock,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,изменять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2992--изменять.mp4?raw=true' target='_blank'>изменять</a>,non iconic,
мстить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//3510--мстить--мстить.mp4?raw=true,"[1-st,2-nd]",,straight,straight,pointed,ulnar,back,,hand-narrow,sagittal,proxi-distal,straight,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,мстить--мстить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//3510--мстить--мстить.mp4?raw=true' target='_blank'>мстить</a>,non iconic,
избегать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3518--избегать--избегать.mp4?raw=true,"[1-st,2-nd]",,curved,,wide,tips,back,prone-neutral,space,horisontal,contra-ipsi,straight,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,избегать--избегать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3518--избегать--избегать.mp4?raw=true' target='_blank'>избегать</a>,non iconic,
